"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","experimentation_ord"
"202","The Fairgrounds Nashville","0 RAINS AVE","10511033100","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,1,1,1,4
"203","The Fairgrounds Nashville","0 RAINS AVE","10511033100","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,1,1,1,4
"204","The Fairgrounds Nashville","0 RAINS AVE","10511033100","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,1,1,1,4
"205","The Fairgrounds Nashville","0 RAINS AVE","10511033100","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,1,1,1,4
"206","The Fairgrounds Nashville","0 RAINS AVE","10511033000","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369008628416,-86.7639958834078,1,1,1,4
"207","The Fairgrounds Nashville","0 RAINS AVE","10511033000","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1390835963383,-86.7635220140334,1,1,1,4
"208","The Fairgrounds Nashville","0 RAINS AVE","10511033000","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1294742459128,-86.7638615815108,1,1,1,4
"209","The Fairgrounds Nashville","0 RAINS AVE","10511033000","","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","4. Very Likely","0","0","0","The Fairgrounds Nashville, a versatile space in the heart of Music City, ideal for meetings, conferences, trade shows and special events of all sizes.","Laura Womack","Laura.Womack@nashville.gov","615-862-8980","http://www.thefairgrounds.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1320765191706,-86.7654511080406,1,1,1,4
"210","The Getalong","700 A FATHERLAND ST","08216023900","","1. Yes","","4. Information unavailable","","","1. Ticket sales","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Getalong is a warm and welcoming retail and community event space located in the heart of East Nashville’s Historic Edgefield neighborhood.","Jennifer Kite","thegetalongshop@gmail.com","(615) 292-7775","https://thegetalongshop.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1713588909201,-86.7588942469637,1,1,1,1
"211","The Green Light","833 9TH AVE S","10502002000","","1. Yes","","2. Sometimes","3. 11-20 Events per month","","3. Tips","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Green Light is a local bar in Nashville's Gulch district with live music, sports and games","","thegreenlightbar@gmail.com","(615)281-9005","https://thegreenlightbar.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1472350803029,-86.7806502045931,1,1,1,1
"212","The Hideout Salon and Lounge","2605 GALLATIN AVE","07213003900","Adrianna Flax","1. Yes","","4. Information unavailable","1. 1-4 Events per month","1. 0-3 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Hideout Salon and Lounge is a funky, eclectic salon located in the heart of East Nashville. Our mission is to give the community great hair and cultivate a safe space to be creative. Our space is one that is for the misfits, the creators, the yogis, the artists, the musicians, the loiterers, the rebels, and most of all for good hair! ","Chelsea J.","","(615) 271-7318","https://www.thehideoutsalonandlounge.com/","37216","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1966213608363,-86.7425625854246,1,1,1,1
"213","The High Watt","1 CANNERY ROW","09314000200","","2. No","","3. Never","2. 5-10 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","4. Very Likely","3. Somewhat likely","","4. Very Likely","0","0","0","The High Watt is the most intimate room at the popular local music venue complex Mercy Lounge.","Erin Gameson","erin@mercylounge.com","615-251-3020","https://www.mercylounge.com/?utm_medium=tnvacation&utm_source=tnvacation.com","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1528900102878,-86.7803029695665,1,3,3,4
"214","The Jamnasium-nashville City Center","511 UNION ST","09306101600","","1. Yes","","2. Sometimes","1. 1-4 Events per month","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Nashville City Center's JamNasium music studio hosts live music performances.  Additionally, there are poetry and musical performances in the courtyard of the building.","","","","https://nashvillecitycenter.com/jamnasium","37219","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1638527383459,-86.7817578068053,1,1,1,1
"215","The Treehouse","1011 CLEARVIEW AVE","08309013800","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The Treehouse is an East Nashville original restaurant and bar.","","","(615) 454-4201","https://treehousenashville.com/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.177900155391,-86.7504390473681,1,1,1,1
"216","The Wedge pizza Pub","2020 LINDELL AVE","10510036000","","1. Yes","","4. Information unavailable","","1. 0-3 Years","","1.Not At All Likely","2. Not too likely","2. Not too likely","2. Not too likely","","1.Not At All Likely","0","0","0","The Wedge Pizza Pub, started by former musicians, is opening in Geodis Park's neighborhood. The indoor-outdoor space will have a laid-back feel, local market, stage for live music and comedy and host Nashville SC watch parties.","","","(718) 979-9110","https://wedgepizzapub.com/","37203","","","No Genre Specifed","","","","","","","","","","","","","",36.1308866279535,-86.7729473045824,1,2,2,1
"217","TSU Performing Arts Center","3401 JOHN A MERRITT BLVD","09201001900","Eric Holt","2. No","","4. Information unavailable","","","","4. Very Likely","","3. Somewhat likely","3. Somewhat likely","","4. Very Likely","0","0","0","
The Tennessee State University Performing Arts Center is a performing arts venue located on the campus of Tennessee State University in Nashville, Tennessee. The center hosts a variety of performances and events throughout the year, including plays, musicals, dance performances, and concerts.
","","","(615) 963-2027

","https://www.tnstate.edu/music/","37209","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1646726396315,-86.8300918151283,4,NA,3,4
"218","Yay Yay's","1903 JEFFERSON ST","09203042000","Eric Holt","1. Yes","","4. Information unavailable","","1. 0-3 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","","1.Not At All Likely","0","1","0","During the day Yay’s is place where you can not only eat southern inspired food that your Grandma would approve of but a great place to meet with friends, do some work, or just relax and let your creative juices flow. We are also the perfect venue for your next dinner party, family function, business event, cocktail hour, and much more.","","hostyourevent@yayyaynashville.com","(615) 678-6129","https://yayyaynashville.com/","37208","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1689166311576,-86.8083417844938,1,1,3,1
"219","Yolan","401 KOREAN VETERANS BLVD","093100F00100CO","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Michelin-starred chef Tony Mantuano, with wine and hospitality expert Cathy Mantuano, bring authentic, fine Italian dining to Nashville. Live Jazz Music every Wednesday.","","yolan@thejosephnashville.com","(615) 231-0405","https://www.yolannashville.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1566729213795,-86.7748112016668,1,1,1,1
"220","3rd & Lindsley","805 PRESIDENT RONALD REAGAN WAY","09315006000","Adrianna Flax","1. Yes","500","2. Sometimes","4. 20+ Events per month","4. 20+ Years","1. Ticket sales","1.Not At All Likely","4. Very Likely","4. Very Likely","2. Not too likely","","3. Somewhat likely","1","0","1","A local favorite, 3rd & Lindsley hosts musical acts from around town and around the world. 3rd & Lindsley is located in Nashville's Sobro neighborhood, meaning it's south of Lower Broadway. 3rd and Lindsley hosts local, regional and national acts.","","breanna@3rdandlindsley.com","(615) 259-9891","https://www.3rdandlindsley.com/","37210","Davidson","Nashville","No Genre Specifed","0","0","0","1","0","0","0","0","1","1","0","0","0",36.1525851841034,-86.7697789080943,1,4,2,3
"221","Alley Taps","162 4TH AVE N 205","093061F20500CO","","1. Yes","Null","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","1","0","A Nashville speakeasy tucked into the heart of historic Printers Alley hosting live music, offering draft beers","","info@alleytaps.com","(615) 922-2757","https://www.alleytapsnashville.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1635645989078,-86.7781997526628,1,1,1,1
"222","Andrew Jackson Hall-TPAC","301 REP JOHN LEWIS WAY N","09302300700","Adrianna Flax","2. No","2472","3. Never","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","4. Very Likely","4. Very Likely","4. Very Likely","2. Not too likely","","3. Somewhat likely","0","1","0","A spacious proscenium theater with an orchestra shell and pit seating, this hall is the largest space in the TN Performing Arts Center,","","","(615) 782-4040","https://www.tpac.org/rentals/andrew-jackson-hall/","37243","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1646166767854,-86.7819039446746,4,4,2,3
"223","Anzie Blue","1803 21ST AVE S","10412000300","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","1. 0-3 Years","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","New Live Events Venue","Marcie Allen","marcie@macpresents.com","","https://www.anzieblue.com/","","","","No Genre Specifed","","","","","","","","","","","","","",36.1364272787782,-86.8016305069792,2,4,4,4
"224","Assembly Food Hall","500 BROADWAY","093063A00300CO","Marcus Dowling","2. No","","1. Always","4. 20+ Events per month","1. 0-3 Years","4. Mixed/all of the above","2. Not too likely","3. Somewhat likely","2. Not too likely","2. Not too likely","","1.Not At All Likely","0","0","0","Assembly Food Hall is an innovative culinary and entertainment destination in the heart of downtown Nashville. Inspired by the city's diverse culture, Assembly Food Hall brings together the best sights, sounds and tastes of Music City under one roof","Brett Shane","hello@assemblyfoodhall.com"," (615) 800-5395","https://www.assemblyfoodhall.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.160707949874,-86.7791700502812,2,3,2,1
"225","Bavarian Bierhaus","433 OPRY MILLS DR","07300001700","","2. No","","4. Information unavailable","3. 11-20 Events per month","3. 11-20 Years","4. Mixed/all of the above","2. Not too likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Bavarian Bierhaus is a German Restaurant & Bierhaus located at Opry Mills Nashville","","","(615) 238-0687","http://www.bierhausnashville.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2029713507032,-86.6926991504021,2,3,2,1
"226","Belcourt Theatre","2100 BELCOURT AVE","10408010800","Eric Holt","2. No","700","2. Sometimes","4. 20+ Events per month","4. 20+ Years","","4. Very Likely","3. Somewhat likely","4. Very Likely","4. Very Likely","","3. Somewhat likely","0","0","0","A non-profit film center with historic roots as a live music venue in Nashville, featuring film programming and occasional live music events","","","(615) 846-3150","https://www.belcourt.org/","37212","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1369346870416,-86.8014113828095,4,3,4,3
"227","Betty's Grill","4900 CHARLOTTE AVE","09115025000","Adrianna Flax","1. Yes","40","2. Sometimes","2. 5-10 Events per month","","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Mellow, cash-only & smoker-friendly neighborhood haunt with pub grub, live bands, pool & beer.","Betty Spies","bettyspies.com@gmail.com","(615) 297-7257","No website available","37209","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1523688453056,-86.846129606912,1,1,1,1
"228","Big Machine Brewery","120 3RD AVE S","09306405500","Marcus Dowling","2. No","","1. Always","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The distillery produces a variety of spirits, including vodka, gin, and whiskey, all of which are made using locally-sourced ingredients. The distillery also offers tours, tastings, and private event spaces.","","Brewery@bigmachinedistellery.com","(615) 345-4539","https://www.bigmachinevodka.com/nashville","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1608642679595,-86.7752057314528,1,1,1,1
"229","Black Rabbit","218 3RD AVE N #100","093023F00100CO","","1. Yes","","1. Always","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","2. Not too likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","The Black Rabbit venue in Nashville is a music venue and event space that hosts live performances, private events, and other gatherings","","","(615) 891-2380","https://www.blackrabbittn.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1649775211182,-86.7778755833134,2,3,2,1
"230","Bourbon Street Blues and Boogie Bar","218 4TH AVE N","09302316100","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","4. Very Likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Music club with Cajun cuisine & blues presented 7 nights per week in Mardi Gras–themed surroundings.","","bourbonstreetbluesbar@gmail.com","(615) 242-5837","https://www.bourbonstreetbluesandboogiebar.com/","37201","Davidson","Nashville","Blues","","","","","","","","","","","","","",36.1644028722652,-86.7789763418611,1,4,3,1
"231","Brooklyn Bowl Nashville","915 3RD AVE N","08213040500","Eric Holt","2. No","1200","2. Sometimes","2. 5-10 Events per month","1. 0-3 Years","1. Ticket sales","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Germantown 1,200 capacity music venue and state-of-the-art bowling alley.","Sara Barnett","nashvilleinfo@brooklynbowl.com","(615) 953-5450","https://www.brooklynbowl.com/nashville","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1733202596843,-86.7838999858617,3,3,3,3
"232","Bucanas 2009","3802 NOLENSVILLE PIKE","13300002400","","1. Yes","Null","4. Information unavailable","3. 11-20 Events per month","","","2. Not too likely","3. Somewhat likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Spacious, high-energy night club featuring Latin music by house DJs and live entertainment.","","bucanasnashville@gmail.com","(615) 642-6417","No website available","37211","Davidson","Nashville","Latin","","","","","","","","","","","","","",36.0882761691529,-86.7294282783182,2,3,3,1
"233","Carl's Corner Pub & Bar","3755 NOLENSVILLE PIKE","13310004200","","1. Yes","","4. Information unavailable","","","","","","","","","","0","0","0","South Nashville sports bar and neighborhood hangout Carl's Corner often offers karaoke and occasionally live music, with bar food also available.","","axisjack85@gmail.com","(615) 781-5353","No website available","37211","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.0915902516046,-86.7363020966634,NA,NA,NA,NA
"234","Casa Rosa Miranda Lamberts","308 BROADWAY","09306202600","Marcus Dowling","2. No","","2. Sometimes","4. 20+ Events per month","1. 0-3 Years","","2. Not too likely","3. Somewhat likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Casa Rosa is a four-level bar & restaurant that reflects Miranda Lambert's passion for Tex-Mex and live music. ","","casaguestservice@Tcrestgroup.com","","https://casarosanashville.com/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1615992862338,-86.7766188794036,2,3,1,1
"235","CMA Theater","224 REP JOHN LEWIS WAY S","093100B00200CO","Marcus Dowling","2. No","800","2. Sometimes","1. 1-4 Events per month","3. 11-20 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Just a few steps from the Country Music Hall of Fame, and excellent and authentic venue for country music.","","","(615) 760-6556","https://www.countrymusichalloffame.org/experiences/cma-theater","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1579961038466,-86.7760190129715,3,4,3,1
"236","Country Music Hall of Fame and Museum","222 REP JOHN LEWIS WAY S","093100B00100CO","Marcus Dowling","2. No","Null","2. Sometimes","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","3. Somewhat likely","4. Very Likely","4. Very Likely","2. Not too likely","","3. Somewhat likely","0","0","0","The Country Music Hall of Fame and Museum in Nashville, Tennessee, is one of the world's largest museums and research centers dedicated to the preservation and interpretation of American vernacular music. Chartered in 1964, the museum has amassed one of","","tickets@countrymusichalloffame.org","(615) 416-2001","https://www.countrymusichalloffame.org/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1583279955606,-86.7762380653489,3,4,2,3
"237","Ellingston's","241 4TH AVE N","09302305500","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Ellington's Restaurant is a classic American grill on the 4th floor of The Fairlane Hotel in downtown Nashville, TN.","","ellingtons@fairlanehotel.com","(615) 988-7333","https://www.ellingtons.restaurant/","37219","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1647906435196,-86.7799847377682,1,1,1,1
"238","EXIT/IN","2208 ELLISTON PL","09215011000","Marcus Dowling","2. No","500","3. Never","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","4. Very Likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","1","0"," Exit/In will  reopen in the spring under new management. venue established in 1971 which has been the spot of filming for many documentaries and has served the Nashville Rock scene for over 45 year","","","","https://exitin.com/","","Davidson","Nashville","Rock","","","","","","","","","","","","","",36.1513847221658,-86.8045533857289,4,4,4,4
"239","General Jackson Showboat","577 OPRY MILLS DR","07300003900","","2. No","1,000","2. Sometimes","4. 20+ Events per month","4. 20+ Years","","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Showboat known for its in-house musicians and for events like Jazz on the Cumberland.","Cindy Johnson","cindy.johnson@gaylordhotels.com","(615) 458-3900","https://generaljackson.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2030059404284,-86.6950691196696,3,3,1,1
"240","Hard Rock Cafe","108 2ND AVE N","09306208600","","2. No","552","2. Sometimes","2. 5-10 Events per month","4. 20+ Years","","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Classic hard rock experience with open air terrace and live concert venue.","","nashville@hardrock.com","(615) 742-9900","https://www.hardrockcafe.com/location/nashville/#utm_source=Google&utm_medium=Yext&utm_campaign=Listings","37201","Davidson","Nashville","Rock","","","","","","","","","","","","","",36.1623050083223,-86.7749104439042,3,3,3,3
"241","Hifi Clyde's Nashville","1700 CHURCH ST","09212030500","","2. No","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","HiFi Clyde's is a bar and restaurant located in Nashville, Tennessee. It is known for its live music, casual atmosphere, and Southern-style cuisine","Tenley Mayfield Brown","tenley@hificlydesnashville.com","(615) 432-2928","https://www.hificlydesnashville.com/","37202","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1559785004788,-86.7963394115904,1,1,1,1
"242","Hopsmith Tavern","1903 DIVISION ST","09216026100","","2. No","","2. Sometimes","1. 1-4 Events per month","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","2. Not too likely","","2. Not too likely","0","0","0","
Hopsmith Nashville is a restaurant & bar located in Nashville’s midtown neighborhood.","","info@hopsmithnashville.com","                                   (615) 846-5990
","https://www.hopsmithnashville.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1500213821433,-86.7959954755933,1,1,2,2
"243","James K Polk Theater-TPAC","301 REP JOHN LEWIS WAY N","09302300700","Adrianna Flax","2. No","1,075","4. Information unavailable","3. 11-20 Events per month","4. 20+ Years","1. Ticket sales","4. Very Likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","A large, proscenium theatre with a pit seating in the TN Performing Arts Center","","","(615) 782-4040","https://www.tpac.org/rentals/james-k-polk-theater/","37243","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1646166767854,-86.7819039446746,4,4,3,3
"244","Jason Aldean's Kitchen + Rooftop Bar","309 BROADWAY","09306402500","Marcus Dowling","2. No","400","2. Sometimes","4. 20+ Events per month","1. 0-3 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","Vast Southern eatery & saloon on 4 levels with live music, TV sports, a gift shop & a rooftop bar.","","jaguestservice@tcrestgroup.com","","https://jasonaldeansnashville.com/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1611379111119,-86.7761543833149,1,3,2,1
"245","John A's Restaurant","2425 MUSIC VALLEY DR","06200015400","","1. Yes","300","4. Information unavailable","4. 20+ Events per month","","","1.Not At All Likely","2. Not too likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Kitschy spot with colorful walls & photos of Nashville celebs features down-home fare & drinks. Permanently closed as of Feb 2023","","","(615) 885-1540","https://www.johnasnashville.com/","37214","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2188435381866,-86.6938563109761,1,2,1,1
"246","Las Cazuelas","4112 NOLENSVILLE PIKE","14700000800","","1. Yes","","2. Sometimes","3. 11-20 Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","2. Not too likely","","1.Not At All Likely","0","0","0","Homestyle fare & cocktails served in a laid-back hangout with flat-screen TVs & live Latin music.","","lascazuelas.nash@gmail.com","(615) 833-3507","https://www.facebook.com/lascazuelas.rest/","","","","","","","","","","","","","","","","","",36.0785052086935,-86.7251204044112,1,2,2,1
"247","Legends Corner","424 BROADWAY","09306307200","","1. Yes","175","2. Sometimes","4. 20+ Events per month","4. 20+ Years","3. Tips","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Classic country albums cover the walls of this classic honky-tonk featuring dancing & cold beer.","","","(615) 248-6334","https://www.legendscorner.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.160846279316,-86.7784320509058,1,3,1,1
"248","Lonnie's western Room","300 CHURCH ST","09302316800","","1. Yes","","4. Information unavailable","","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","Lonnie's Western Room is a country music bar located in Nashville, Tennessee. It is a popular spot for locals and tourists who are looking for a classic honky-tonk experience in Music City. **Primarily a karaoke bar? Should not be included - KH","","","(615) 613-7500","https://lonnieswesternroom.com/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1642723493316,-86.7781957193846,1,3,3,1
"249","Loveless Cafe","8400 HIGHWAY 100","16900001400","","1. Yes","500","2. Sometimes","","","","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Southern cafe serving food for over 65 years with a country vibe with eclectic on-site shops, and two event spaces for live music and private events","","","(615) 646-9700","https://www.lovelesscafe.com/","37221","Davidson","Nashville","Country","","","","","","","","","","","","","",36.0357858473935,-86.9721810624482,1,1,1,1
"250","Martin's BBQ Joint - SOBRO","410 4TH AVE S","09310043700","","2. No","","2. Sometimes","2. 5-10 Events per month","3. 11-20 Years","3. Tips","1.Not At All Likely","1.Not At All Likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Martin's Bar-B-Que Joint is a barbecue restaurant chain with multiple locations in Tennessee","Brett Brennan","","(615) 288-0880","https://www.martinsbbqjoint.com/downtown-nashville","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1567361088037,-86.7739683998767,1,1,1,1
"251","Miss Kelli's Karaoke Bar","207 3RD AVE N 101","093023D00100CO","","1. Yes","","2. Sometimes","","3. 11-20 Years","","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Ms. Kelli's offers a fun and friendly atmosphere, with a wide selection of songs to choose from and professional sound equipment to ensure a great performance. In addition to karaoke, the venue also offer other entertainment options ","Kelli Joan","kellijoan2@gmail.com","(615) 255-4423","No website available","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1644304485074,-86.7783040236767,1,3,1,1
"252","Moonlite Drive-in","941 B MAIN ST","082124D90000CO","","2. No","660","4. Information unavailable","1. 1-4 Events per month","","","4. Very Likely","3. Somewhat likely","3. Somewhat likely","4. Very Likely","","1.Not At All Likely","0","1","0","Old School Movie Drive in Theatre with occasional live music concerts which is open seasonally","","","(615) 563-7900","http://themoonlite.com/","37190","Davidson","Nashville","No Genre Specifed","","","","","1","","","","","","","","",36.1774416765365,-86.7543947091663,4,3,4,1
