"","name","address_admin","APN","liaison","ownership_structure","capacity","independent_booking","events_per_month","years_operating","funding_source","interdisciplinarity","event_promotion","purpose","community_focus","creativity","experimentation","threats_neighbors","threats_cost","threats_licensing","description","contact_name","contact_email","contact_telephone","url","zip","county","city","genre","venueType_club","venueType_disco","venueType_openAir","venueType_concertHall","venueType_theater","venueType_cinema","venueType_musicBar","venueType_gallery","venueType_restaurant","venueType_warehouse","venueType_arena","venueType_shop","venueType_studio","y","x","interdisciplinarity_ord","event_promotion_ord","community_focus_ord","creativity_ord","experimentation_ord","ownership_structure_ord","independent_booking_ord"
"51","HOME (Helping Our Music Evolve)","615 MAIN ST","8216000400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1745081537032,-86.7619033936827,3,4,4,NA,4,1,0
"52","HOME (Helping Our Music Evolve)","615 MAIN ST","8216000400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2261601219178,-86.6294240566079,3,4,4,NA,4,1,0
"53","HOME (Helping Our Music Evolve)","615 MAIN ST","8216000400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1745081537032,-86.7619033936827,3,4,4,NA,4,1,0
"54","HOME (Helping Our Music Evolve)","615 MAIN ST","8216000400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2261601219178,-86.6294240566079,3,4,4,NA,4,1,0
"55","HOME (Helping Our Music Evolve)","615 MAIN ST","6405003400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1745081537032,-86.7619033936827,3,4,4,NA,4,1,0
"56","HOME (Helping Our Music Evolve)","615 MAIN ST","6405003400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2261601219178,-86.6294240566079,3,4,4,NA,4,1,0
"57","HOME (Helping Our Music Evolve)","615 MAIN ST","6405003400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1745081537032,-86.7619033936827,3,4,4,NA,4,1,0
"58","HOME (Helping Our Music Evolve)","615 MAIN ST","6405003400","Eric Holt","1. Yes","","2. Sometimes","2. 5-10 Events per month","2. 3-10 Years","","3. Somewhat likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","Community-space: a music industry support hub where creators come first","Logan Crowell","logan@homeformusic.org","(615) 543-8863","https://homeformusic.org/","37206","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2261601219178,-86.6294240566079,3,4,4,NA,4,1,0
"59","Honky Tonk Central","329 BROADWAY","9306401500","Marcus Dowling","1. Yes","Null","2. Sometimes","4. 20+ Events per month","3. 11-20 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Bustling 3-story gathering place featuring pub eats & live country music all day long.","Laura Sumpter","lsumpter@honkytonkcentral.com","(615) 742-9095","http://www.honkytonkcentral.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1608682495855,-86.7768349547931,1,3,1,NA,1,1,0
"60","Huba Huba Tiki Tonk","922 MAIN ST","8212031200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.1763878243587,-86.7551932002404,NA,NA,NA,NA,NA,0,0
"61","Inglewood Lounge","3914 GALLATIN PIKE","6115023500","Adrianna Flax","1. Yes","","4. Information unavailable","1. 1-4 Events per month","","","2. Not too likely","1.Not At All Likely","1.Not At All Likely","3. Somewhat likely","","2. Not too likely","0","0","0","It is a bar and lounge located in downtown Nashville, Tennessee. It offers a range of services, including drinks, snacks. The lounge also hosts live music performances and special events.","","holler@actualfoodnashville.com","(615) 490-6139","http://inglewoodlounge.com","37216","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.2168910781425,-86.728400882218,2,1,3,NA,2,1,0
"62","Island Vibes","1316 ANTIOCH PIKE","13415000500","","1. Yes","","2. Sometimes","2. 5-10 Events per month","","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","2. Not too likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","The best  Caribbean Restaurant and Lounge in Nashville, serving 
the most authentic Caribbean cuisine with great entertainment and music 
from Reggae, R&B, Soca and Hip-Hop. Join us every Friday for Old 
School R&B nights and Saturday for Island Vibes Saturdays!","","","","https://islandvibes615.com/","","Davidson","Nashville","Carribean","","","","","","","","","","","","","",36.0851243163491,-86.6896752814547,1,1,3,NA,1,1,0
"63","Jefferson Street Jazz Street Festival","1215 9TH AVE N","8116021300","Eric Holt","1. Yes","","3. Never","1. 1-4 Events per month","3. 11-20 Years","1. Ticket sales","4. Very Likely","4. Very Likely","4. Very Likely","4. Very Likely","","4. Very Likely","0","0","0","The Jefferson Street Jazz & Blues Festival is an annual music festival that takes place in Nashville, Tennessee, in the United States. The festival celebrates the rich musical history of Jefferson Street, which was once a thriving hub for African American music in the city.","","jumpnow@bellsouth.net","(615) 726-5867","https://www.nashvillejazzandbluesfest.com/contactus/","37208","Davidson","Nashville","Jazz","","","","","","","","","","","","","",36.1744637829759,-86.7938770460565,4,4,4,NA,4,1,0
"64","Jimmy Buffett's Margaritaville","322 BROADWAY","9306400100","Marcus Dowling","2. No","805","2. Sometimes","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","2. Not too likely","","1.Not At All Likely","0","0","0","A casual theme bar with daily live music & a menu of Caribbean & seafood fare","","","(615) 208-9080","https://www.margaritavillenashville.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1613821029264,-86.7771977745405,1,3,2,NA,1,0,0
"65","Joe's Place","2227 BANDYWOOD DR","11714012300","","1. Yes","200","1. Always","2. 5-10 Events per month","2. 3-10 Years","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Local spot in Green Hills with good beer and great people. Events do not seem to be live music, but karaoke and dance parties.","","joesplacegm@gmail.com","(615) 383-9115","No website available","37215","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1046855345253,-86.8191156499444,1,1,1,NA,1,1,1
"66","Johnny Cash's Kitchen & Saloon","121 3RD AVE S","9306403100","","2. No","400","4. Information unavailable","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","The traditional Southern Meat and Three restaurant","","","(615) 209-9504","https://www.cashbarandbbq.com/","37201","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1607275130203,-86.7757304029603,1,3,1,NA,1,0,0
"67","Kid Rock's Big Honky Tonk Rock N' Roll Steakhouse","221 BROADWAY","9306404100","","1. Yes","2000","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Grilled meats, burgers & cocktails in a buzzing, cavernous hub with live music & a rooftop bar.
","Laura Sumpter","lsumpter@kidrockbar.net","(615) 248-2706","https://www.kidrockshonkytonkandsteakhouse.com/","37201","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1613459285107,-86.7756650800544,1,2,1,NA,1,1,0
"68","L27 Rooftop Lounge","807 CLARK PL","9310003200","","2. No","","1. Always","1. 1-4 Events per month","1. 0-3 Years","","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Twenty-seven floors high above Nashville’s bustling downtown,
L27 is the city’s ideal retreat to unwind, sip, and, savor. Featuring live music performances and DJs. 21+ only.","Michael Pisano","michael.pisano@westinnashville.com","(629) 800-5070","https://www.l27nashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1552214736199,-86.7804527666213,1,2,1,NA,1,0,1
"69","Lab Canna","1106 GALLATIN AVE","8301008700","Adrianna Flax","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Creators of TenneCBD™, Heighten™ and LabCanna East, voted Nashville's best CBD store.","Joshua Camp","support@labcanna.com","(844) 424-4367","https://labcanna.com/","37206","Davidson","Nashville","","","","","","","","","","","","","","",36.1898984078147,-86.7459121027437,1,1,1,NA,1,1,0
"70","La Costa Mexican Seafood","5332 CANE RIDGE RD","16300027400","","1. Yes","","4. Information unavailable","2. 5-10 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","La Costa Mexican Seafood is a Mexican Seafood Grill and bar with karoke nights and live music.","","","(615) 647-7077","No Website","","","Antioch","Latin","","","","","","","","","","","","","",36.0423194580705,-86.6609680921253,1,1,1,NA,1,1,0
"71","Larry's Grand Ole Garage","549 E MAPLE ST","4314003600","","1. Yes","200","3. Never","","4. 20+ Years","4. Mixed/all of the above","2. Not too likely","4. Very Likely","4. Very Likely","3. Somewhat likely","","1.Not At All Likely","0","0","0","A live music venue in an old garage and transmission shop featuring blue grass music, offering free admission","Rita Jones","rita.jones@larrysgrandolegarage.com","(615) 856-0642","http://larrysgrandolegarage.com/","37115","Davidson","Nashville","Blue Grass","","","","","","","","","","","","","",36.2622089409286,-86.700816801238,2,4,3,NA,1,1,0
"72","Las Fogatas","5560 NOLENSVILLE PIKE","16100030500","","1. Yes","","4. Information unavailable","3. 11-20 Events per month","2. 3-10 Years","4. Mixed/all of the above","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Homey Mexican restaurant serving up large portions of familiar dishes in a relaxed setting.","","","(615) 331-6281","https://fogatasauthenticmexicanfood.com/","","","","","","","","","","","","","","","","","",36.0469803005536,-86.710385328246,1,1,1,NA,1,1,0
"73","Layla's Honky Tonk","418 BROADWAY","9306307500","","1. Yes","85","3. Never","3. 11-20 Events per month","4. 20+ Years","4. Mixed/all of the above","1.Not At All Likely","3. Somewhat likely","3. Somewhat likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Vintage license plates line the ceiling of this lively, intimate bar hosting live bluegrass bands.","","","(615) 726-2799","http://www.laylasnashville.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.1609745492543,-86.7781358603682,1,3,1,NA,1,1,0
"74","Live Oak","1530 DEMONBREUN ST","9313001000","Marcus Dowling","1. Yes","0","2. Sometimes","4. 20+ Events per month","2. 3-10 Years","4. Mixed/all of the above","3. Somewhat likely","2. Not too likely","3. Somewhat likely","3. Somewhat likely","","3. Somewhat likely","0","0","0","Live music venue and bar in the Gulch featuring live bands and writers rounds.","","","(615) 866-9716","https://www.liveoaknashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1529227280554,-86.7908547350998,3,2,3,NA,3,1,0
"75","Los Arcos","3798 NOLENSVILLE PIKE","13300011600","","1. Yes","","4. Information unavailable","","","","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Family-friendly, casual Mexican restaurant offering a full bar & outdoor patio seating.","José Gutierrez, Martin Romo and José Miranda","","
(615) 837-3800","https://losarcosgrill.com/","37211","Davidson","Nashville","","","","","","","","","","","","","","",36.0883009416607,-86.7310457451444,1,1,1,NA,1,1,0
"76","Loser Most Wanted Bar & Grill (Downtown)","111 4TH AVE S","9306400800","Marcus Dowling","1. Yes","213","2. Sometimes","2. 5-10 Events per month","","4. Mixed/all of the above","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Losers Downtown brings a country dive bar experience with wonderful artists and bands performing all day, every day.","","","(615) 736-5050","https://www.coldbeerentertainment.com/","37203","Davidson","Nashville","Country","","","","","","","","","","","","","",36.160407093423,-86.77706587792,1,2,1,NA,1,1,0
"77","Lou|Na","1000 BROADWAY","9309034300","","2. No","","4. Information unavailable","","","","1.Not At All Likely","2. Not too likely","2. Not too likely","1.Not At All Likely","","1.Not At All Likely","0","0","0","Lou/na ascends as the newest and most glamorous rooftop bar and lounge accompanied by live music and breathtaking scenery overlooking downtown Nashville.","","","(615) 622-4063","https://lounanashville.com/","37203","Davidson","Nashville","No Genre Specifed","","","","","","","","","","","","","",36.1582885457808,-86.7849326038148,1,2,1,NA,1,0,0
